V,timestamps
-4.5794677734375,0.0001
-4.28863525390625,0.0002
-4.26910400390625,0.00030000000000000003
-4.3450927734375,0.0004
-4.647216796875,0.0005
-4.200439453125,0.0006000000000000001
-4.1827392578125,0.0007
-4.53125,0.0008
-3.9947509765625,0.0009000000000000001
-4.03839111328125,0.001
-3.83636474609375,0.0011
-4.44793701171875,0.0012000000000000001
-3.93524169921875,0.0013000000000000002
-3.8177490234375,0.0014
-4.02984619140625,0.0015
-3.9306640625,0.0016
-3.9349365234375,0.0017000000000000001
-3.96240234375,0.0018000000000000002
-3.98284912109375,0.0019
-3.768310546875,0.002
-3.72314453125,0.0021000000000000003
-3.6767578125,0.0022
-4.05548095703125,0.0023
-4.3060302734375,0.0024000000000000002
-3.79180908203125,0.0025
-3.7933349609375,0.0026000000000000003
-3.9459228515625,0.0027
-3.75640869140625,0.0028
-3.9886474609375,0.0029000000000000002
-4.01611328125,0.003
-3.9691162109375,0.0031000000000000003
-3.934326171875,0.0032
-3.8330078125,0.0033
-3.82110595703125,0.0034000000000000002
-3.88275146484375,0.0035
-3.955078125,0.0036000000000000003
-3.80462646484375,0.0037
-3.6883544921875,0.0038
-3.7054443359375,0.0039000000000000003
-3.34228515625,0.004
-3.71795654296875,0.0041
-3.74053955078125,0.004200000000000001
-3.50555419921875,0.0043
-3.7945556640625,0.0044
-3.5687255859375,0.0045000000000000005
-3.62060546875,0.0046
-3.9447021484375,0.0047
-3.50067138671875,0.0048000000000000004
-3.365478515625,0.0049
-3.98040771484375,0.005
-3.77471923828125,0.0051
-3.5345458984375,0.005200000000000001
-3.63067626953125,0.0053
-3.663330078125,0.0054
-3.824462890625,0.0055000000000000005
-3.79852294921875,0.0056
-3.25836181640625,0.0057
-3.5552978515625,0.0058000000000000005
-3.7725830078125,0.0059
-3.09417724609375,0.006
-3.6822509765625,0.0061
-3.59954833984375,0.006200000000000001
-3.5308837890625,0.0063
-4.0814208984375,0.0064
-3.31939697265625,0.006500000000000001
-3.46405029296875,0.0066
-3.8287353515625,0.0067
-3.65692138671875,0.0068000000000000005
-3.243408203125,0.006900000000000001
-3.50921630859375,0.007
-3.72283935546875,0.0071
-3.58734130859375,0.007200000000000001
-3.32061767578125,0.0073
-3.57025146484375,0.0074
-3.87786865234375,0.007500000000000001
-3.71551513671875,0.0076
-3.34564208984375,0.0077
-3.42987060546875,0.0078000000000000005
-3.63006591796875,0.0079
-3.580322265625,0.008
-3.41064453125,0.0081
-3.51898193359375,0.0082
-3.51043701171875,0.0083
-3.49761962890625,0.008400000000000001
-3.53363037109375,0.0085
-3.88519287109375,0.0086
-3.61602783203125,0.008700000000000001
-3.394775390625,0.0088
-3.97674560546875,0.0089
-3.64105224609375,0.009000000000000001
-3.5943603515625,0.0091
-3.56658935546875,0.0092
-3.62152099609375,0.009300000000000001
-3.73779296875,0.0094
-3.53118896484375,0.0095
