V,timestamps
-3.653564453125,0.0001
-3.88885498046875,0.0002
-4.00146484375,0.00030000000000000003
-3.90411376953125,0.0004
-4.051513671875,0.0005
-3.9569091796875,0.0006000000000000001
-3.97064208984375,0.0007
-3.9910888671875,0.0008
-4.0087890625,0.0009000000000000001
-3.90716552734375,0.001
-3.92486572265625,0.0011
-3.73687744140625,0.0012000000000000001
-3.9093017578125,0.0013000000000000002
-3.82232666015625,0.0014
-3.74603271484375,0.0015
-3.970947265625,0.0016
-3.81500244140625,0.0017000000000000001
-3.94439697265625,0.0018000000000000002
-4.09423828125,0.0019
-3.96148681640625,0.002
-3.88641357421875,0.0021000000000000003
-4.134521484375,0.0022
-3.714599609375,0.0023
-3.6334228515625,0.0024000000000000002
-4.16412353515625,0.0025
-3.9556884765625,0.0026000000000000003
-3.9532470703125,0.0027
-4.1607666015625,0.0028
-4.10675048828125,0.0029000000000000002
-3.80279541015625,0.003
-3.839111328125,0.0031000000000000003
-3.91448974609375,0.0032
-4.05609130859375,0.0033
-4.04998779296875,0.0034000000000000002
-3.9971923828125,0.0035
-3.96881103515625,0.0036000000000000003
-4.306640625,0.0037
-3.93280029296875,0.0038
-4.337158203125,0.0039000000000000003
-3.98193359375,0.004
-4.06494140625,0.0041
-4.23492431640625,0.004200000000000001
-3.96942138671875,0.0043
-3.66058349609375,0.0044
-3.658447265625,0.0045000000000000005
-3.82080078125,0.0046
-3.57513427734375,0.0047
-3.96331787109375,0.0048000000000000004
-3.92242431640625,0.0049
-3.78692626953125,0.005
-3.67584228515625,0.0051
-3.6077880859375,0.005200000000000001
-3.67401123046875,0.0053
-3.621826171875,0.0054
-3.76861572265625,0.0055000000000000005
-3.51470947265625,0.0056
-3.81072998046875,0.0057
-3.7091064453125,0.0058000000000000005
-3.45794677734375,0.0059
-3.6895751953125,0.006
-3.973388671875,0.0061
-3.712158203125,0.006200000000000001
-3.67218017578125,0.0063
-3.9776611328125,0.0064
-3.7261962890625,0.006500000000000001
-3.72344970703125,0.0066
-3.6883544921875,0.0067
-3.57452392578125,0.0068000000000000005
-3.604736328125,0.006900000000000001
-3.49517822265625,0.007
-3.36273193359375,0.0071
-3.6669921875,0.007200000000000001
-3.54278564453125,0.0073
-3.62457275390625,0.0074
-3.74053955078125,0.007500000000000001
-3.448486328125,0.0076
-3.443603515625,0.0077
-3.84033203125,0.0078000000000000005
-3.741455078125,0.0079
-3.5833740234375,0.008
-3.9898681640625,0.0081
-3.52203369140625,0.0082
-3.77166748046875,0.0083
-3.548583984375,0.008400000000000001
-3.59710693359375,0.0085
-3.52874755859375,0.0086
-3.360595703125,0.008700000000000001
-3.4942626953125,0.0088
-3.61083984375,0.0089
-3.69384765625,0.009000000000000001
-3.58184814453125,0.0091
-3.56719970703125,0.0092
-3.61663818359375,0.009300000000000001
-3.73870849609375,0.0094
-3.99749755859375,0.0095
-3.53790283203125,0.009600000000000001
-3.66943359375,0.0097
-3.74908447265625,0.0098
-3.43353271484375,0.0099
-3.38165283203125,0.01
-3.71978759765625,0.010100000000000001
-3.6090087890625,0.0102
-3.59771728515625,0.0103
-3.87298583984375,0.010400000000000001
-3.3941650390625,0.0105
-3.516845703125,0.0106
-3.51318359375,0.010700000000000001
-3.3447265625,0.0108
-3.4356689453125,0.0109
-3.18023681640625,0.011000000000000001
-3.59161376953125,0.0111
-3.47991943359375,0.0112
-3.41033935546875,0.011300000000000001
-3.15277099609375,0.0114
-3.34747314453125,0.0115
-3.35235595703125,0.011600000000000001
-3.2489013671875,0.0117
-3.65020751953125,0.0118
-3.42437744140625,0.0119
-3.363037109375,0.012
-3.6553955078125,0.012100000000000001
-3.00048828125,0.0122
-3.271484375,0.0123
-3.52264404296875,0.012400000000000001
